,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text_without_stopwords
863,864,B000VKYKTG,A16V3EN9C3K83W,Sweetiewee,1,1,5,1308700800,Great product,bought for daughter 's grad party as well as the strawberry she loves things they 're a great product
864,865,B000VKYKTG,A32OZFDUK07WLV,"R. G. Pickering ""ritapick""",1,1,4,1280534400,Delicious,everyone in our family except one really likes the taste of this it is addicting that includes our 3 year old
865,866,B000VKYKTG,A1WX42M589VAMQ,Mir,1,1,5,1278288000,"Fun ""popping-crispy"" sticks dipped in chocolate, special treat for manga fans, but find local or wait till fall",pocky is just plain fun to i discovered snacks at an anime convention ( though i 'd heard about before had manga characters eating ) they very very slim sticks of biscuity stuff ( the flavor to me is a cross between waffle cones pretzels ) that a charming tiny popping crispness the chocolate flavor a nice non-bitter non-dark generically pleasing choco-taste seems to be the most popular ( given how fast they sell out at cons ) but i prefer the flavor of the strawberry which is like strawberry ice cream very nice. this is by no means a health food ( it 's in the same category as a cookie it 's got fat sugar non-healthful ingredients ) but hey it 's junk food we all know it 's supposed to be occasional not habitual in the diet unless you 're really prone to binge-eating or ca n't stop yourself a one of smaller boxes is not a huge calorie splurge if you stick to a reasonable number 10 of the chocolate pocky sticks will set you back 125 calories with 5 grams of fat 3 of saturated i would n't recommend just scarfing down multiple boxes in fact just nibble slowly fun with the cool texture effect. if you love the flavor of coconut-chocolate together ( like almond joy ) try the chocolate ones they 're really so good oh hubby says the taste reminds him of the girl scout 'caramel delights cookies which in turn similar to the old yes yes cookies ( from the seventies or so ) anyway if you read manga or anime with young folks eating those stick-looking treats or footage of cute girls nibbling at skinny little stick treats this is what they were eating : ) fun treats. however with this hot summer i 'd recommend you look for a local retailer or wait until fall 's cooler weather you might get a sticky clumped mess of pocky sticks in this deep summer weather ( look for local stores that specialize in anime or manga they 'll likely carry snacks like in south florida tate 's comics in a variety of flavors .. fresh not melted )
866,867,B000VKYKTG,A3EGP5QU70NRKA,S. Srinivasan,1,1,5,1251936000,Yummy,pocky is an incredibly good snack but more than that i was impressed with very asia 's packaging i had stupidly ordered something as easy to melt as chocolate in the dead heat of summer on top of that the package of dessert pocky i ordered in 100 degree weather melted into this liquid goo t_t so of course i was expecting all the pocky in 10 boxes to be melted away but they took the special care to put the pocky in a box reading protect from heat pocky arriving in perfect condition ! ( well they did stick together just a bit ) i love very asia more than anything now
867,868,B000VKYKTG,A3LRR63WLQ3N3O,YOToyo,0,0,2,1351123200,Doesn't taste as it should,i think the pocky did not get stored rightly the chocolate was falling off from the biscuit stick does n't taste as it should of stick together whenever i want to split up it just becomes very messy now i need to clean up desk every after i it
868,869,B000VKYKTG,A35MKC4WRQ8M8F,Grael,0,0,5,1346716800,Pocky!!,everyone loves pocky if they say they do n't they lying lol the pocky arrived in good condition with minimal melting very few broken pieces
869,870,B000VKYKTG,A1C1Y0S6QPBM4W,R. Dzuris,0,0,5,1231286400,Great Buy,where great couldnt stop eating lowest priced anywhere will buy even more next cant say enough about they where shipped faster than what i paid to shipped also. thank you so much
870,871,B000VKYKTG,A11VPI6WLMQ2ZQ,"Lee A. Vercoe ""TangSooPap""",0,0,5,1199059200,Good stuff,i had bought pocky when on vacation enjoyed it but living where there no stores i to on the internet the in the family seem to like it better than the ladies for some reason for a bit of insanity search for pocky commercials on youtube !
871,872,B000VKYKTG,A9T4HGTPSJ27N,Rolland M. Favre,1,2,2,1277596800,Pocky sticks together,the individual pocky sticks not separately packaged melt stick together while being shipped
872,873,B000HDMUQ2,A1I985U2CK6R97,"Steve B ""Steve""",7,8,1,1276646400,Really wanted to like these...,this product qualify for some sort of deceptive packaging award the box only contains 5 bars the wrappers smaller than normal so at least 50 % of the interior of the box is air then when you unwrap the bar you find they only about 60 % the length of a normal snack bar the rest of it is empty air inside the wrapper if they were to not include wrappers those 5 bars would occupy less than 25 % of the space inside the box. as far as taste goes they so-so on the dry side with a hint of berry flavor celiacs used to inferior products wo n't be disappointed in the taste of this one. i 've also had their cookies they suffer from the same sort of deceptive packaging the picture on the side of the box shows what most of would consider a normal sized cookie but when you open the box you find that it mostly contains a plastic tray holding cookies about the size of a quarter. i really want to like this company they seem to be trying hard out with new products keeping allergens out of the production process that is why i 've continued to try their products i bought their granola times always wanting to like it but it is some of the worst food i 've ever had the clusters hard as the partially popped kernels at the bottom of your bag of popcorn more fitting for gerbils than people. all in all i would not recommend enjoy life foods
873,874,B000HDMUQ2,A2E3WMF9RWW2X2,K. Duvall,3,3,5,1225670400,"Good berry flavor, excellent price.",this was the first peanut free product i bought for son i thought they were tasty the kids liked too for some reason they think they strawberry bars i love the soft texture the non crumbly state it makes for clean car rides then they like the apple chocolate bars the best berry is always left for last amazon a wonderful price i just wish it could be a subscribe item
874,875,B000HDMUQ2,AJY5Y3SHROG5C,A. Grillet,3,3,2,1215561600,The chocolate ones are much better,i recently stopped eating a number of allergens ( dairy soy nuts ) were one of the few snacks which fit into dietary restrictions unfortunately were pretty gross - miserable texture more cardboard flavored than berry i threw away i would recommend the cocoa ones as they much tastier also allergen free
875,876,B000HDMUQ2,AJW40ZXGT8ITY,K. ULLRICH,2,2,1,1293753600,Something has changed,daughter had extensive food allergies as an infant/toddler we bought bars consistently she still the nut egg allergy so i like that i trust the manufacturer know the food is safe unfortnately the last few times we purchased the bars ( all varieties ) they hard as a rock daughter wo n't i thought i might break a tooth i had on subscribe save ; which i now cancelled boxes which no one in family will i agree with a previous post i want to love bars i love everything the company stands for ( actually really like their cookies ) but something changed with bars they just not even appetizing i hope they address the issue i will certainly try again if they do something to enhance the taste address the issue with the texture a total bummer - they were better in the past but something changed with the taste with their new packaging ! !
876,877,B000HDMUQ2,AGC3K4KSI67RI,Joanne Macek,2,2,5,1184544000,Good berry flavor,son with multiple food allergies really enjoys bars i find that they a good berry taste they also a nice chewyness
877,878,B000HDMUQ2,A30NECNFHHBT3H,lp,0,0,4,1340236800,great taste But size it smaller,i love not too sweet but just right any allergy free food is great in book hope non of ingredients contains corn ... thats a no no for me too however i dont appreciate the fact that i opened new box the cut 1/4 of it off if the size it less then so should the charge this will effect decision in buying again i not a toddler i need a real size bar please
878,879,B000HDMUQ2,A1TCNR6ULOEDOQ,Nursebabe,0,0,2,1329782400,"Cheaper Ingredients, Lowered Quality",i was extremely disappionted when i opened shipment of enjoy life on the bars ( very berry carmel apple cocoa loco ) the boxes now a plain generic design .. you know the kind all brands change to when they want to their products look cheaper i then compared the ingredients of the new shipment with the boxes i still had at home guess what ? ! cheaper ingredients ! next i taste-tested let 3 year old help he would n't the new ones ... i ca n't blame him they oily bland i thought enjoy life was a brand that actually cared about using quality ingredients to a good-tasting product i was wrong in summary way too expensive to be made with low-quality unpalatable ingredients
879,880,B000HDMUQ2,A3SM576V5911MB,M. Tempel,0,0,1,1325030400,Not a Fan,refer to the picture i posted above the bar is half the size you think it is going to be ... it is literally a two-bite bar very deceptive advertising that the fact that they ridiculously expensive is the reason for the one star 10 year old son ate one did n't like i ate one agreed as did husband could n't give it away ! everyone different tastes but no tasty treat as far as i 'm concerned
880,881,B000HDMUQ2,A3223MR0RBJG6H,"AlmondJoy ""almondjoy""",0,0,4,1317254400,Perfect Size,with all the allergies in our family ended up working out great we do n't any negative reactions to the ingredients though we do n't buy pre packaged foods work for 'on-the-go ' our family varieties i prefer the cocoa loco bars ; they 're almost like a tootsie roll to me-though i ca n't tootsie rolls so this is a great substitute for that occasional craving family prefers the very berry bars because they those when they miss breakfast need a healthy snack or son will on his cross country running meets they very dense filling-not a 'soft bar ' we always while some liquid to drink at the same
881,882,B000HDMUQ2,A1Y1L56592H2ZX,Kimmy in Valencia,0,0,4,1314057600,Pretty good overall,i 'm new to food allergies 6mo son was diagnosed with some severe fa he 's still breastfed i had to drastically alter diet. before learning about this brand i was stuck eating chicken breasts with potatoes for every meal so when i stumbled upon this at local foods i was very excited to try it. overall i really like it 's got pretty good texture taste heft it 's not so dense that you want to gag after two bites but also not so light that you the box ( which really is n't that big ) i know alot of people complain about the size/packaging i agree somewhat but each bar is an ounce 120 calories ... on par with other breakfast bars i like the berry flavor the best it 's the closest to real non fa specialty flavor overally i 'm grateful for bars because now i tote in diaper bag car know that when i really need a quick snack i wo n't be left stranded
882,883,B000HDMUQ2,A3NH41GQPFMGQS,"Kimberly A. Shuber ""Kimshu""",0,0,5,1291420800,My child LOVES them!,son severe allergies this is an item he loves is a convenience for me i feel good giving to him they taste great !
883,884,B000HDMUQ2,A2D293ADQ5HCLF,Blish,0,0,4,1274832000,small but good,tasty convenient bars for people with celiac disease they seem to gotten smaller over but the taste convenience outweigh the reduction in size ( the price )
884,885,B000HDMUQ2,A17Q17AR5GN2SH,S. Hartman,0,0,5,1268611200,You can't go wrong,if you looking for a great gluten free snack you wo n't be sorry you chose this product favorite flavor is the apple nut
885,886,B000HDMUQ2,A3W4RLOQQ2R4RT,"Courtney Aie ""Court ;)""",0,0,4,1268352000,"Yummy, but small...",this brand of granola bars really good the very berry favorite however the bars almost ridiculously small we 're gluten free so our food is a lot more dense than other food but honestly we not normal sized good tasting granola bars ? they really tiny so the taste is great but the bar is small
886,887,B000HDMUQ2,A2AV6EYCQ5OA30,grandMOM,0,0,3,1267142400,Be Very Berry Wary.,they ok but husband only eats when we in car we keep there for a celiac snack ( hard to find when roaming around ) he wo n't otherwise they definitely raspberry but kind of dry. we never any other snack bars so in all honesty they may be the norm i do n't know. we do like enjoy life 's other products. they gf no msg or related products or aspartates
887,888,B000HDMUQ2,AR37BG23UFBF6,"Cheryl Walser ""cello jello""",0,0,5,1242691200,Highly recomended!,great taste great ingredients great texture absolutely delicious ! they a little smaller you may still be hungry if it is for a meal i give one to 5 year old son for breakfast he is still a little hungry for more either that or they taste so good he wants more
888,889,B000HDMUQ2,A2EZOWS34XH567,"Koehler ""bonnierabbit""",0,0,5,1235692800,Very Berry Snack Bars,recently diagnosed a gluten-intolerant i looking for products that allow me to resume a semblance of former life snack bars fit the bill they the mouth-feel of a traditional snack bar a pleasant tart-sweet fruit flavor
889,890,B000HDMUQ2,ACSALMTTUS776,Best Busy Boys,0,0,4,1216166400,Great snack,son loves fruit bars they smaller than your typical fruit bars suggestion it to get your child to like first before you try the chocolate ones ... now son favors ( chocolate ) ones more than the berry ones ...
890,891,B000HDMUQ2,A1XKHPDL7JJBK5,"Pamela Garland ""celiac""",0,0,5,1206835200,Great bars for gluten-free diets!,if you want a really good snack bar try they healthy taste as good as any granola bar but without the gluten ! ! i buy regularly
891,892,B000HDMUQ2,A1B1QMGK8VYG80,Dan Seidman,1,3,1,1308787200,ABSOLUTELY VILE!!!,imagine some kids ' playground chalk perhaps that tan colored one grinding it into powder with plenty of chunks then scoop it up put it in your mouth. that 's how disgusting this bar is. i no idea how is rating this as flavorful it none i 've done nutritional coaching for 30 years watched healthy foods progress from painfully bad to barely edible to excellent. this neanderthal-era gluten free bar is so bad i want to to local grocery store all the boxes off off the shelf hide in a different part of the store ( perhaps if there 's a trash compactor ? ) just to protect people from the experience daughter had with this product. save your money for ridiculously expensive spend it on anything else. enjoy life bars ? being ill is better than putting this garbage in your mouth
892,893,B0041QIHC2,A2KHRJZDOQUK4Y,Andrew C,0,0,5,1326153600,Fantastic Coffee!!  Best I've ever had,brother bought me a pound of this coffee for christmas he told me that weaver was the original roaster for pete 's coffee he eventually split off started his own roaster well let me tell you the stuff is delicious ! i 've never married to a brand of coffee usually would buy the starbucks 2.5 bag at costco or whatever looked good at trader joes but weavers is in a class of it 's own i 'm subscribing to guarantee i this stuff delivered to me regularly try it ! !
893,894,B0041QIHC2,AK09TO4RIP6IR,Kristen Alexander,0,0,5,1284681600,Strictly the Best!,this is the best coffee we 've ever had a light taste but very bodied i was very pleased with the packaging it resealable keeps it stay fresher much unlike other brands this construction stays intact i say you wont be displeased with your purchase this is a buy !
894,895,B0041QIHC2,A3L9WUD9W8TAFT,Julie Sisk,1,2,5,1284595200,Best Coffee!,this is the best coffee we 've ever had i run the pavilion in cannes weaver 's was by far away our most popular coffee sponsor ! hundreds of people to the pavilion every day looking for coffee they were not disappointed we did a booming business this year ! buy it ! you 'll be so happy you did ! julie
895,896,B001ELL9XG,A2W9I628I6SE1U,"Kort ""Art, Music, Book & Movie Enthusiast""",0,0,4,1288310400,Beautiful presentation ...and a pretty good tea too!,for those looking for a more exotic tea drinking experience like white jasmine tea numi 's flower jewel is a look about the size of a gum-ball jewels slowly open in water to form a flower shape around the central amaranth flower they meant to be decorative so glass teapot is a when preparing this tea. decorative does not mean tasteless as a white tea the flavor is mild but rich soothing the jasmine is wonderful but does not overpower the tea i had stronger jasmine teas but this one is quite balanced tasty i used a small glass pot when preparing it was able to get more than 7 yummy infusions out of the jewel before the flavor scent began to fade the white tea tips plentiful of a high quality do n't get bitter if seeped for long periods. i deduct some points though for the high price to tea ratio the fragility of the flower jewels pouring hot water directly on cause pieces to fall of after the or 4th infusion more of the flower starts to fall apart though to be fair the main flower shape remains fairly intact some even out of the box starting to missing the central flower or bits of leaf better packaging might solve this. if you want a tea experience that looks as good as it tastes smells or entertaining want a conversation piece then numi tea flower jewel should be on your short list
896,897,B001ELL9XG,AOQT2JCYZ1UWP,C. Murphy,0,0,2,1201392000,Break Easily,the first ball worked pretty well it just looked a little beaten up then ~half of fallen to pieces in hot water ( all of do after sitting for a bit ) if you do n't mind the rate of failure the tea itself is pretty good fairly tolerant of being steeped for a long ( especially considering that it is white tea )
897,898,B001ELL9XG,A2U4N0SDPQQ884,Cecilia,0,0,4,1198886400,Wonderful Tea!,numi a winner with this tea ! husband son i often share this wonderful tea after dinner it is very pleasant the reason they love it it does not turn bitter after steeping like other teas do !
898,899,B002DXZI40,AYZZSRYAIXNOS,"I Heart Amazon ""I heart Shopping""",0,0,5,1296432000,I can't take the smell,the product is all that it says it is which is why i gave it 5 stars however i do with the product namely me family members ca n't the smell the taste is horrible so i put it in a lotion cream rubbed it on skin this was a few weeks ago though i 've changed sheets the scent is still in bed ultimately i stopped using it because it made me smell in a way i did not like it smells like an spice while it did n't work for me scent-wise it may work fine with someone else
899,900,B000ER6YO0,A3NHUQ33CFH3VM,Citizen John,8,8,3,1248912000,"Our twins love this one. With the subscription, the price is fair",our twins love this one right from the start but it 's not with lentils ( see ingredients below ) we introduced it when they were 7 months old now they 're 10 months i 'm glad they eating something green because we could n't get to the one with peas when we at 7 months but we got to the peas later at 9 months. their favorite vegetable is sweet potato we 've also sweet potato with cinnamon they love all the fruit varieties. i 'm glad they love this one because lentils brown form a complete protein although a view of the ingredients shows that lentils is not one of the prime ingredients. this one also carrots i 've heard all babies like carrots i do n't know if they would like it without the carrots i n't this one - lentils brown - in our local stores so i 'm glad to get it with some others we get this one with the subscription of course with twins one is forced to buy more in bulk we 're so busy that it 's great to get delivered. the packaging is excellent i 've ordered an unbelievable number of cases of jars of different types only had one arrive broken. ingredients per label : water organic apples organic carrots organic brown organic lentils organic canola this 70 calories 10 % protein 100 % vitamin a 4 % vitamin c 2 % calcium 4 % iron. i 'm informed that the daily intake percentage is based on an adult
900,901,B000ER6YO0,A3NHUQ33CFH3VM,Citizen John,6,6,4,1255651200,Dessert to Them.  But is it Nutritional Enough?,twin 10-month old babies treat this one as dessert their first earth 's best they loved was straight sweet potatoes after water sweet potatoes the first ingredient in this one followed by apricot puree that 's dessert for right there after that comes the chicken then brown ( not as good as brown though ) this is a meal that babies around the age of probably almost all going to love instantly almost all babies love sweet potatoes for starters add apricot puree there 's really not much one could do to discourage babies after that i recommend this flavor brand. ingredients per label : water organic sweet potatoes organic apricot puree mechanically separated organic chicken organic brown the absorbed the water gave it a real nice consistency the sweet potatoes gave it a nice color. nutrition per label : 80 calories 15 % protein 90 % vitamin a 2 % vitamin c 2 % calcium 6 % iron. this one had the most vitamin a of all earth 's best jars i 've i 've informed that the percentage of daily needs met is based on an adult
901,902,B000ER6YO0,A3NHUQ33CFH3VM,Citizen John,5,5,3,1255651200,Repeated deliveries of broken jars.  Great product though,i liked getting this one for twin 10-month olds because it such interesting ingredients particularly the zucchini the garbanzo beans i like the fact that it 's vegetarian i believe it a complete protein it also brown this list of ingredients looks excellent it 's a green color the babies liked it they liked everything that carrots. i the subscription for this one as i really like the ingredients the fact that i 'm giving the babies food that is green. ingredients per the label : water organic corn organic zucchini organic green beans organic brown organic carrots organic garbanzo beans organic canola this 70 calories 8 % protein 40 % vitamin a 10 % vitamin c 2 % calcium 2 % iron i 've informed that the percentage of daily needs met is based on an adult
902,903,B000ER6YO0,A6LAMY7Z10BBJ,Amazon Shopper,4,4,4,1286928000,"Good flavor, too runny though",baby loved this one but as he progressed i had to cut this one out because it is too runny if i to move the spoon quickly out of the way of his grabby hands it is all over ! i think they could use a little less water maybe a little more potato to it more the consistency of the turkey dinner one
903,904,B000ER6YO0,A3NHUQ33CFH3VM,Citizen John,3,3,3,1255651200,12% Protein and 50% Vitamin A,earth 's best turkey vegetable dinner hits the spot with apples with turkey you add cranberries if you want to it to the next level i just ca n't find non-sweetened non-dried cranberries even at the better food stores. apples carrots turkey taste good to 10-month old twin girls babies love carrots they 're sweet to their taste so that made a great addition the barley absorbs the water to give it an acceptable consistency. the ingredients per the label : water organic apples organic carrots mechanically separated organic turkey organic barley in addition to 12 % protein 50 % vitamin a it 6 % calcium 4 % iron. i 'm very pleased babies like this food being introduced to so foods earth 's best i 've informed that the percentage of daily needs met is based on an adult
904,905,B000ER6YO0,A1K4TZD6TPLKOC,Lisa Schaal Robinson,1,1,5,1337731200,Baby Lilly says 2 thumbs up!,little girl ca n't get enough of this ! i like that it is organic contains fruit veggies protein grains in one tasty meal i wish it came in larger portions 10 old always wants 2 jars
905,906,B000ER6YO0,ABO66JJKQBGID,Brianne,1,1,5,1324252800,Earth's Best Rice & Lentil dinner,its daughter 's favorite first foremost for me i love that i get lentils there n't stage 2 or 3 vegetarian choices
906,907,B000ER6YO0,A1UTKYFGM2ITLU,B. Citron,1,1,1,1321142400,Plastic in the food!,wow i shocked to find clear plastic pieces in the jars the other posters say they notified earth 's best about this in august they still selling it without checking or recalling ! ! no more earth 's best for little i business elsewhere i very sad that organic company is selling baby food with plastic bpa in their jars they got ta do better than this to get business
907,908,B000ER6YO0,AWBKE3QTB3BWX,Nessie,1,1,4,1315958400,My baby's favorite 2nd stage food so far and great for constipation!,i like the earth 's best baby food line because of the organic ingredients amazon great prices ( especially if you subscribe ) free delivery to your doorstop which is convenient when you 're a busy mom daughter does n't like a lot of baby foods but will this one as other reviewers stated it 's a bit runnier that other eb 's stage 2 foods so i add some oatmeal to it it 's also a bit bland so i add a dash of cinnamon after heating it up as an added bonus it works wonders for her digestive tract ! she had problems with constipation for about 2.5 months sometimes going up to 10 days before we had to give her a suppository then i discovered that this food makes her poop every ( i also started giving her a sippy cup of water with meals during the day to help with the fiber ) i rated it 4 instead of 5 stars because the main ingredients sweet potatoes apricots rather than sweet potatoes chicken i wish there were more chicken in this so there was more protein
908,909,B000ER6YO0,ACM3Z9NLSE8S9,Tracy,1,1,5,1314835200,Sons Favorite Dinner!!!,this is son 's favorite dinner ! best of all it seems it the best combo of protein ( 21 % ) vitamin a ( 100 % ) c ( 30 % ) it is runnier than most of their dinners which was a great start for solids with protein in it love love love this brand flavor i think i purchased 50 jars so far
909,910,B000ER6YO0,A7INGAHQIWQ1,Samylee00,1,1,5,1306972800,No Issues,i do n't know how everyone else got broken but when i received they came wrapped in plastic in bubble wrap not a single was broken son loves the price was great i had no at all
910,911,B000ER6YO0,A3TUTIAVU7Q2E2,AV,1,1,3,1302307200,Too thin,would be a quality product if it were n't so thin nearly the consistency of soup it just makes too much of a mess no matter how careful you try to be
911,912,B000ER6YO0,A3MA4VWLFOCJ41,ARMorris,1,1,5,1289865600,A great place to start,i would love to say that i the to son 's food everyday its not the case honestly i do it most of the but some days you just do n't the time/energy to get it all done enter this product before i bought this baby food i read the reviews all people were saying that it fruit in it its like a dessert yadda yadda yadda the truth is is that yes it a bit of fruit in it but its not sweet at all the fruit merely brings out the flavors so that you do n't to add anything else its a great product to enter proteins into baby 's diet the consistency is smooth enough that if you wanted to add cereal to it also baby will not choke on it i highly recommend
912,913,B000ER6YO0,A26L4JZZ9C1GT5,Alison Denton Jones,1,1,4,1287964800,good for you but not best flavor,we love earth 's best organic baby food but this is not the tastiest one i 've it think it is pretty gross but daughter still eats it just not with as much enthusiasm as other flavors it 's got a decent amount of protein which is important for as a vegetarian family
913,914,B000ER6YO0,AOIW6NFHHPT78,"Sarathetis ""Sarathetis""",1,1,5,1284336000,A favorite!,soft smooth texture - little one devours this one ... it is one of the best meat/veg dinners we found !
914,915,B000ER6YO0,AB0BXP1IKDBIA,TreGemellini,1,1,1,1278892800,Runny and odd-tasting,triplets will not this eventhe one will anything the consistency is way too runny as well does not stay on the spoon
915,916,B000ER6YO0,AH5GCNH82ZU0C,"*~*~*Valley*~*~* ""Val""",1,1,3,1277337600,Too runny...,baby loves sweet potatoes i essentially mix any food into sweet potatoes he will ; which in this case could be a good or bad thing depending on what i wanted to mix in there ... it was horribly runny like spooning formula into his mouth ick
916,917,B000ER6YO0,A3T7LFZQGL24A5,JuliaB,0,0,4,1350259200,"Great taste for a picky baby, but very thin compared to others",daughter was not a big fan of baby food especially any with proteins but she did love this one ! the flavor is just right not too sweet or too savory does n't a strong chicken flavor almost like plain sweet potatoes but not as sharp thus it 's a very good first protein to offer good for picky eaters nephews niece also liked this flavor so it 's a pretty safe bet to keep on hand if you do n't know a particular baby 's preferences. something i wish i had known was that it is quite a bit runnier than other stage 2 earth 's best especially for chicken i added quite a bit of cereal to thicken it up after daughter had gotten tired of the runny texture she liked that just fine but it is an extra step however the runnier texture makes it workable for younger babies or those with gagging/texture problems
917,918,B000ER6YO0,AYAU6OMJ81Q7Z,Happinesslikeabutterfly,0,0,5,1348012800,Great stuff,this is the only food daughter will consistly she really enjoys it the packaging is great never had any broken ( ordered 4 times )
918,919,B000ER6YO0,AXKXFB6C9Z9BH,JFMile,0,0,5,1346803200,Son loves it,son loves the lentil jars it 's not as liquid in consistency as the peas brown jars i it on order with subscribe save + amazon mom it always arrives nicely packaged
919,920,B000ER6YO0,A1KB35ZYR2Z9RL,Ellen123,0,0,5,1341532800,Love it,i twin girls they loved the vegetable turkey dinner it was one of their favorite baby foods great price
920,921,B000ER6YO0,A1ERHEVGUWLRBB,Aviva Chil,0,0,1,1341360000,FOUND SHREDDED PLASTIC IN THE BABY FOOD!!!!,i normally love earth 's best products ( as does son ) however tonight after i 'd given him half the i thought i would try some it was a new flavor i realized that there were little pieces or soft shredded plastic in it i was appalled ! as this is first child i do n't any experience with this kind of thing i called poison control they said he would be ok once i knew he was fine i got really angry i looked it up online found that earth 's best actually known about the plastic for some but still selling it do n't buy earth 's best ! really disappointing
921,922,B000ER6YO0,A39YEZ676YGFI7,"Jill Boileau ""Jill Boileau""",0,0,5,1337212800,My son loves it!,son really enjoys earth 's best lentil ! he eats the entire for dinner always wants more the product shipped very quickly
922,923,B000ER6YO0,A3SFS8R1T6JJM9,PolyOWannaCracker,0,0,3,1318032000,Meh.  My daughter eats most everything else... this isn't her thing.,i introduced daughter to earth 's best organic turkey vegetable dinner at 4 months a bit early but she 's advanced as she was 6 weeks overdue she loved it at first but i bought every other kind now this is her least favorite i 've some of it as well of all of this is also least favorite
923,924,B000ER6YO0,AWBKE3QTB3BWX,Nessie,0,0,3,1315958400,Not as yummy as Earth's Best's other flavors,we received this in a dinner variety pack it for the first today i always try her baby foods to sure they the right temperature ( i put in a bowl microwave for 6-9 seconds ) taste ok when i tasted this i made a face because it was so yucky ! i added sweet potatoes a dash of cinnamon to her credit ( 8 old ) daughter ate some bites but not nearly as enthusiastically as the other flavors i like that it a mixture of organic vegetables in it beans for protein
924,925,B000ER6YO0,ACM3Z9NLSE8S9,Tracy,0,0,5,1314835200,Son's 2nd Favorite Dish,i love the fact that there is turkey being offered this is son 's 2nd favorite dish no with it a good balance of nutrients
925,926,B000ER6YO0,AKSSGVF9DMJDU,"Gretchen Rowley ""Gretchen Rowley""",0,0,1,1299542400,Had to toss 9 out of 12 jars,only three jars came in a form edible to babies the rest of were filled will a clump of spongy mush that would not mix with the water it also had a brown color not the yellowish brown like the jars that had the good mixture. pretty disappointing a waste of money
926,927,B000ER6YO0,A2F0WNTW3QQZYS,Ruth,0,0,5,1298505600,One of our favorites,this is one of son 's favorite baby foods it does a bit of sweetness but not too sweet it 's more runny than some of the other flavors so we use a deeper spoon with this one or add a little cereal to thicken it up
927,928,B000ER6YO0,A2NQKBC54RAZL5,Keribeth,0,0,4,1297296000,Our Baby Likes it,for whatever reason our son really likes this flavor i 'm not a fan but i 'm not the one eating it any i get a variety of vegetables into baby in one sitting i 'm a happy mom
928,929,B000ER6YO0,A2NQKBC54RAZL5,Keribeth,0,0,5,1297296000,Our Baby's Favorite Dinner,the lentil dinner is our son 's absolute favorite i do n't know why but he gobbles this up every he enjoys most of the earth 's best foods we only found a couple he does n't ( anything with too much apple ) which is more a personal taste issue than the brand or particular combination some of the varieties tend to be too runny but this one a great consistency right out of the
929,930,B000ER6YO0,A11LJJL1SOH6W0,"Sarah Ross ""Mamasaurus Rex""",0,0,4,1296259200,My daughter's favorite jarred food,7-1/2 old absolutely loves this one ... by far it is her favorite jarred baby food i like it because the lentils add a bit more protein than your average baby food i 'm not ready to introduce her to meats i do subscribe & save which brings the price down to $ 0.80/jar that 's a fair price - not an amazing deal but roughly equivalent to sale prices at the grocery store the bigger issue is that this particular blend is hard to find - i to to foods regular grocery store target carry earth 's best but not this blend daughter likes it so much though that i would still buy even if the price were a bit higher than store prices it 's a good one !
930,931,B000ER6YO0,A2UY1O1FBGKIE6,"U. Kane ""UBK""",0,0,5,1293840000,yum,i always try the food before i feed it to daughter this one is actually pretty good daughter loves it she gets all excited when i it for her
931,932,B000ER6YO0,A11UPZ6LI1UJZY,Pono,0,0,5,1293580800,the only jarred baby food my son ate,from 6 to 12 son barely ate any solid food he was so picky we different flavor from brands this was the only baby food that he 'd actually finish the i did n't expect him to like this it very green vegetable scent to it but i guessed it wrong. now he is 18 old he is a pretty healthy eater his current favorite seems to be tofu but he still loves corn zucchini brown carrot which the ingredients of this i highly recommend to try this baby food. also earth 's best makes not only the best baby foods but their toddler foods fabulous as well son does n't really like any snacks from gerber brand but he likes most of the products from earth 's best their foods taste great ( even for adult ) so good for you too
932,933,B000ER6YO0,A88OW6BJKW3Q3,"Amazon PrimeTime ""Brandi""",0,0,3,1291248000,A little more watery than other 2nd foods for EB,little baby picky will only this sometimes this one is more watery than the others so keep that in mind reviewing baby food is objective all different so i hope letting you know the consistency texture help
933,934,B000ER6YO0,A3NXCL9NJTL3TF,Target Shopaholic,0,0,5,1286496000,50 calories of yumminess,this tastes so good that apparently our cat thinks so too -- he 's constantly poking his furry face around every we pop open one of there is absolutely nothing bad to say about i know some people complained about the poor packaging but i believe that 've fixed b/c i 've not had any problems at all -- in fact they securely bubble wrap then in an air-cushioned box it all arrives perfectly every
934,935,B000ER6YO0,ATIHDHZYNQ0EI,"Kristen O'donnell ""twinsmom""",0,0,5,1270425600,Organic and tasty.,i 12 olds no to write a great review but they like all the flavors the textures great the jars open easily great on the snack
935,936,B000ER6YO0,A13EBBWOMC0FUI,"Sherean Malekzadeh ""Sherean""",0,0,5,1263168000,One of my son's favorites,son started eating this when he was around 8 months old ; he 's now 14 months old it 's one of his favorites unfortunately they do n't carry it at the local grocery store ( they carry other varieties of earth 's best ; just not this one or his other favorites spinach/potatoes spaghetti with cheese ) ; they do carry it at some of the foods so i buy there i 'm so glad to find on amazon ! i get tired of ringing up a gazillion little jars at the store. we use this as a base mix in other things - bits of broccoli small pieces of meat i 've also started adding spices to introduce him to new flavors
